0,681.0,380.0,698.0,392.0,2.0,0.0,0.0,0.0,3.0,
0,768.0,359.0,787.0,381.0,2.0,0.0,0.0,0.0,2.0,
0,544.0,376.0,584.0,404.0,2.0,0.0,0.0,0.0,1.0,
1,682.7649542217257,380.1814735333466,698.2348460179867,391.8185264666534,2.0,0.9988014382740711,0.0,-23.949705618201776,3.0,
1,770.8812270359314,359.1423769385732,789.1182735633496,380.8576230614268,2.0,2.497003595685178,0.0,-21.953896816684964,2.0,
1,544.0,376.0,584.0,404.0,2.0,0.0,0.0,0.0,1.0,
2,684.5694064053336,380.46523006963264,699.3732470301474,392.4775719024767,2.0,1.3854439816956956,0.38564107837592887,-10.941784589696068,3.0,
2,775.8243156260835,359.13724875636444,793.8893228928921,380.86275124363556,2.0,4.427712650179061,0.0,-10.949821083453553,2.0,
2,543.223099096098,375.9213627757167,583.8340989317925,404.0786372242833,2.0,-0.38564107837592887,0.0,14.04864683700034,1.0,
3,687.2426234725084,380.7185584041593,701.4340052650861,393.2410048365019,2.0,1.9281592455445713,0.45350625090392377,-6.298030135340052,3.0,
3,777.4606174311692,357.6166376872081,796.327008986727,380.6662200581681,2.0,3.105836129602503,-0.47472126858647384,11.93510579337169,2.0,
3,542.8603951648658,375.97885532209386,583.1800415944729,404.02114467790614,2.0,-0.45350625090392377,0.0,2.5126247458012116,1.0,
4,779.3405538010982,358.39936100812,798.2253637569333,381.0974989861249,2.0,2.549371137497925,0.020014749684123534,5.752465152680924,2.0,
4,542.6347859557817,374.04065704386335,584.0130223821728,403.5253928420839,2.0,-0.10719727416687541,-0.5565951097365079,32.10426706666935,1.0,
5,783.1753630119949,358.28083211786316,801.3396823816561,380.8306578640719,2.0,2.9453862739503274,-0.0710282465697028,-1.4711013005060662,2.0,
5,542.6656311981684,373.9241636094578,584.2167120268131,403.7545586417917,2.0,-0.011118459359246852,-0.29423890186701723,28.42101918655609,1.0,
6,785.052508396316,358.0395214612102,802.6754045327018,380.16767198906444,2.0,2.382203610874569,-0.23133280285082825,-6.266554381330221,2.0,
6,542.6701092733534,373.5588898295384,583.513718080722,402.6741241021385,2.0,-0.15334478161201076,-0.4745206379704986,7.640077871727236,1.0,
